,order_id,customer_id,product_id,order_date,quantity,payment_id,payment_method,payment_status,payment_date,product_name,category,price,stock,name,gender,age,join_date,city,shipping_id,shipping_company,shipping_status,shipping_start_date,shipping_end_date,total_sales
522,O002937,C0256,P0220,2023-11-27 18:33:17,4,PAY002937,Mobile Payment,Completed,2023-11-27 18:42:17,의류 상품_220,스포츠용품,60800,177,민은영,Male,51,2023-05-22,의정부시,S002937,대한통운,Shipped,2023-11-28 04:42:17,,243200
523,O006931,C0050,P0072,2023-11-27 19:36:51,4,PAY006931,Bank Transfer,Completed,2023-11-27 20:11:51,전자제품 상품_72,화장품,81900,119,윤현정,Female,34,2022-12-22,인제군,S006931,롯데택배,Delivered,2023-11-28 08:11:51,2023-12-03 08:11:51,327600
524,O005277,C1507,P0214,2023-11-27 21:05:32,1,PAY005277,Credit Card,Completed,2023-11-27 21:20:32,의류 상품_214,전자제품,33200,36,최정수,Male,19,2025-06-24,용인시 수지구,S005277,한진택배,Delivered,2023-11-28 03:20:32,2023-12-03 03:20:32,33200
525,O005656,C0680,P0119,2023-11-27 21:34:53,4,PAY005656,Bank Transfer,Completed,2023-11-27 21:54:53,의류 상품_119,의류,28000,3,강지혜,Female,68,2025-08-06,이천시,S005656,우체국택배,Preparing,2023-11-28 12:54:53,,112000
526,O007055,C1383,P0212,2023-11-27 23:52:09,1,PAY007055,Credit Card,Completed,2023-11-28 00:37:09,전자제품 상품_212,전자제품,41500,29,김순자,Female,69,2025-02-08,청양군,S007055,대한통운,Delivered,2023-11-28 23:37:09,2023-12-03 23:37:09,41500
527,O000401,C1925,P0242,2023-11-27 23:58:06,3,PAY000401,Credit Card,Completed,2023-11-28 00:47:06,스포츠용품 상품_242,스포츠용품,21900,66,박정남,Female,39,2025-02-26,보령시,S000401,대한통운,Delivered,2023-11-28 17:47:06,2023-12-03 17:47:06,65700
528,O000915,C1935,P0233,2023-11-28 02:27:11,3,PAY000915,Mobile Payment,Completed,2023-11-28 02:52:11,식품 상품_233,식품,11100,187,이정숙,Female,67,2023-08-17,춘천시,S000915,우체국택배,Delivered,2023-11-28 20:52:11,2023-12-03 20:52:11,33300
529,O003446,C0584,P0177,2023-11-28 08:46:40,2,PAY003446,Mobile Payment,Completed,2023-11-28 09:11:40,화장품 상품_177,화장품,67300,124,배영환,Male,47,2023-08-22,양구군,S003446,한진택배,Delivered,2023-11-29 04:11:40,2023-12-01 04:11:40,134600
530,O004031,C1978,P0338,2023-11-28 10:57:32,4,PAY004031,Bank Transfer,Completed,2023-11-28 10:59:32,가구 상품_338,전자제품,64600,50,최경자,Female,37,2023-12-06,양양군,S004031,롯데택배,Shipped,2023-11-28 17:59:32,,258400
531,O008822,C1877,P0493,2023-11-28 13:16:25,3,PAY008822,Bank Transfer,Completed,2023-11-28 13:55:25,전자제품 상품_493,전자제품,77600,71,김민준,Female,24,2023-02-26,안산시 상록구,S008822,우체국택배,Delivered,2023-11-28 21:55:25,2023-12-03 21:55:25,232800
532,O005918,C1768,P0337,2023-11-28 14:26:41,3,PAY005918,Bank Transfer,Completed,2023-11-28 15:05:41,가구 상품_337,전자제품,68400,102,김미경,Male,25,2024-05-20,고양시 일산동구,S005918,대한통운,Delivered,2023-11-29 02:05:41,2023-12-03 02:05:41,205200
533,O009282,C1651,P0171,2023-11-28 14:39:57,3,PAY009282,Bank Transfer,Completed,2023-11-28 15:32:57,식품 상품_171,도서,68700,65,박예진,Male,51,2023-07-29,광명시,S009282,대한통운,Cancelled,2023-11-29 05:32:57,,206100
534,O006922,C1706,P0239,2023-11-28 19:13:25,4,PAY006922,Bank Transfer,Completed,2023-11-28 19:34:25,전자제품 상품_239,도서,43700,117,김건우,Female,19,2024-10-29,청양군,S006922,우체국택배,Delivered,2023-11-29 02:34:25,2023-12-04 02:34:25,174800
535,O005787,C1182,P0476,2023-11-28 19:39:44,2,PAY005787,Credit Card,Completed,2023-11-28 20:15:44,의류 상품_476,전자제품,60800,33,이지훈,Female,41,2024-05-25,구리시,S005787,우체국택배,Delivered,2023-11-29 10:15:44,2023-12-02 10:15:44,121600
536,O001770,C1127,P0282,2023-11-28 22:52:04,2,PAY001770,Credit Card,Completed,2023-11-28 23:31:04,전자제품 상품_282,의류,93900,179,홍서연,Female,60,2024-11-22,태백시,S001770,한진택배,Delivered,2023-11-29 09:31:04,2023-11-30 09:31:04,187800
537,O006626,C0133,P0454,2023-11-28 23:24:06,5,PAY006626,Credit Card,Completed,2023-11-29 00:05:06,식품 상품_454,전자제품,82300,53,김은지,Female,18,2022-11-16,용인시 기흥구,S006626,한진택배,Preparing,2023-11-29 10:05:06,,411500
538,O006977,C1497,P0363,2023-11-28 23:56:23,4,PAY006977,Credit Card,Completed,2023-11-29 00:30:23,의류 상품_363,전자제품,56200,75,임지은,Female,46,2025-04-10,부천시 오정구,S006977,한진택배,Preparing,2023-11-29 18:30:23,,224800
539,O001540,C0808,P0304,2023-11-29 00:41:05,2,PAY001540,Bank Transfer,Completed,2023-11-29 00:56:05,화장품 상품_304,식품,8700,27,이지훈,Male,55,2025-02-05,부천시 소사구,S001540,롯데택배,Shipped,2023-11-29 08:56:05,,17400
540,O000409,C0853,P0422,2023-11-29 01:37:35,4,PAY000409,Bank Transfer,Completed,2023-11-29 02:33:35,화장품 상품_422,식품,21200,188,이재호,Female,19,2025-03-12,철원군,S000409,한진택배,Delivered,2023-11-29 09:33:35,2023-12-01 09:33:35,84800
541,O009932,C0969,P0399,2023-11-29 02:09:19,5,PAY009932,Credit Card,Completed,2023-11-29 02:56:19,화장품 상품_399,전자제품,35300,55,장도윤,Female,66,2024-02-28,수원시 팔달구,S009932,한진택배,Delivered,2023-11-29 15:56:19,2023-12-01 15:56:19,176500
542,O004231,C0699,P0189,2023-11-29 02:22:02,2,PAY004231,Bank Transfer,Completed,2023-11-29 03:22:02,가구 상품_189,전자제품,73200,189,윤도현,Male,40,2023-04-29,안양시 동안구,S004231,한진택배,Shipped,2023-11-29 22:22:02,,146400
543,O009454,C1033,P0248,2023-11-29 06:37:17,2,PAY009454,Credit Card,Completed,2023-11-29 07:26:17,도서 상품_248,스포츠용품,9900,192,황건우,Female,69,2024-03-21,평창군,S009454,대한통운,Delivered,2023-11-29 11:26:17,2023-12-04 11:26:17,19800
544,O001591,C1729,P0050,2023-11-29 08:16:54,1,PAY001591,Mobile Payment,Completed,2023-11-29 08:55:54,화장품 상품_50,식품,42900,49,김은정,Male,49,2025-06-06,광명시,S001591,롯데택배,Preparing,2023-11-29 09:55:54,,42900
545,O003966,C0873,P0291,2023-11-29 11:29:57,4,PAY003966,Mobile Payment,Completed,2023-11-29 11:58:57,화장품 상품_291,스포츠용품,85200,193,한보람,Male,36,2025-03-17,성남시 수정구,S003966,롯데택배,Delivered,2023-11-30 02:58:57,2023-12-05 02:58:57,340800
546,O007955,C0559,P0004,2023-11-29 12:10:06,4,PAY007955,Credit Card,Completed,2023-11-29 12:23:06,도서 상품_4,화장품,13400,57,이진우,Female,33,2022-11-23,양주시,S007955,우체국택배,Shipped,2023-11-30 00:23:06,,53600
547,O007182,C1397,P0346,2023-11-29 12:48:00,5,PAY007182,Credit Card,Completed,2023-11-29 13:41:00,가구 상품_346,스포츠용품,64800,153,구혜진,Male,58,2025-10-17,용인시 처인구,S007182,한진택배,Delivered,2023-11-30 00:41:00,2023-12-03 00:41:00,324000
548,O006424,C1524,P0203,2023-11-29 15:37:37,3,PAY006424,Bank Transfer,Completed,2023-11-29 16:05:37,식품 상품_203,도서,44500,36,박정호,Male,64,2024-12-23,보령시,S006424,롯데택배,Delivered,2023-11-30 09:05:37,2023-12-05 09:05:37,133500
549,O000752,C1980,P0040,2023-11-29 17:50:51,5,PAY000752,Mobile Payment,Completed,2023-11-29 17:58:51,식품 상품_40,가구,72200,16,최경희,Male,15,2023-12-24,광명시,S000752,한진택배,Delivered,2023-11-29 23:58:51,2023-12-02 23:58:51,361000
550,O007019,C1225,P0173,2023-11-29 19:48:27,1,PAY007019,Credit Card,Completed,2023-11-29 19:53:27,식품 상품_173,스포츠용품,97700,146,권우진,Female,63,2024-12-17,의왕시,S007019,대한통운,Shipped,2023-11-29 22:53:27,,97700
551,O003895,C0625,P0077,2023-11-29 20:16:11,2,PAY003895,Credit Card,Completed,2023-11-29 20:17:11,스포츠용품 상품_77,화장품,41200,53,김은영,Male,46,2024-06-25,의정부시,S003895,롯데택배,Delivered,2023-11-30 12:17:11,2023-12-02 12:17:11,82400
552,O008543,C0583,P0395,2023-11-29 21:38:09,4,PAY008543,Mobile Payment,Completed,2023-11-29 21:44:09,가구 상품_395,전자제품,12600,51,이재현,Male,37,2024-10-04,과천시,S008543,우체국택배,Preparing,2023-11-30 20:44:09,,50400
553,O007990,C1027,P0492,2023-11-29 22:18:03,1,PAY007990,Mobile Payment,Completed,2023-11-29 23:04:03,의류 상품_492,의류,24600,44,이정남,Female,21,2023-08-09,철원군,S007990,한진택배,Delivered,2023-11-30 15:04:03,2023-12-03 15:04:03,24600
554,O004826,C0400,P0067,2023-11-29 22:50:57,3,PAY004826,Mobile Payment,Completed,2023-11-29 23:47:57,가구 상품_67,식품,98000,166,안예준,Female,19,2025-06-15,진천군,S004826,한진택배,Delivered,2023-11-30 02:47:57,2023-12-04 02:47:57,294000
555,O005373,C1742,P0227,2023-11-29 23:17:55,2,PAY005373,Credit Card,Completed,2023-11-29 23:20:55,전자제품 상품_227,스포츠용품,75200,183,김정호,Female,70,2023-11-29,인제군,S005373,롯데택배,Delivered,2023-11-30 02:20:55,2023-12-02 02:20:55,150400
556,O005414,C0074,P0089,2023-11-30 01:36:31,1,PAY005414,Mobile Payment,Completed,2023-11-30 01:41:31,가구 상품_89,스포츠용품,73500,135,최서영,Female,43,2023-10-06,양평군,S005414,우체국택배,Delivered,2023-11-30 18:41:31,2023-12-04 18:41:31,73500
557,O000759,C0941,P0174,2023-11-30 02:32:43,2,PAY000759,Credit Card,Completed,2023-11-30 02:42:43,가구 상품_174,전자제품,80900,42,장성민,Male,67,2023-11-23,공주시,S000759,대한통운,Delivered,2023-12-01 01:42:43,2023-12-02 01:42:43,161800
558,O007862,C1065,P0459,2023-11-30 03:30:05,4,PAY007862,Bank Transfer,Completed,2023-11-30 04:11:05,의류 상품_459,가구,53500,160,김상훈,Male,51,2023-07-07,영월군,S007862,한진택배,Delivered,2023-11-30 11:11:05,2023-12-02 11:11:05,214000
559,O004497,C1032,P0065,2023-11-30 03:41:42,1,PAY004497,Mobile Payment,Completed,2023-11-30 04:07:42,의류 상품_65,전자제품,85800,27,양영식,Male,16,2025-08-01,홍성군,S004497,대한통운,Shipped,2023-11-30 05:07:42,,85800
560,O004705,C1849,P0416,2023-11-30 05:22:47,2,PAY004705,Mobile Payment,Completed,2023-11-30 06:11:47,의류 상품_416,식품,84200,152,김혜진,Male,27,2024-04-27,연천군,S004705,롯데택배,Delivered,2023-11-30 23:11:47,2023-12-01 23:11:47,168400
561,O006355,C0420,P0229,2023-11-30 06:13:10,2,PAY006355,Credit Card,Completed,2023-11-30 07:05:10,도서 상품_229,가구,74800,25,고현정,Female,52,2024-12-20,부천시,S006355,한진택배,Delivered,2023-12-01 03:05:10,2023-12-03 03:05:10,149600
562,O009711,C1782,P0357,2023-11-30 07:30:10,2,PAY009711,Mobile Payment,Failed,,전자제품 상품_357,식품,85100,199,김순옥,Female,38,2025-03-18,천안시 동남구,,,,,,170200
563,O008292,C0992,P0166,2023-11-30 09:56:38,4,PAY008292,Mobile Payment,Completed,2023-11-30 10:05:38,가구 상품_166,가구,47300,200,김지훈,Female,55,2023-03-25,화성시,S008292,우체국택배,Delivered,2023-11-30 20:05:38,2023-12-05 20:05:38,189200
564,O005003,C0360,P0477,2023-11-30 11:15:14,4,PAY005003,Mobile Payment,Completed,2023-11-30 11:43:14,도서 상품_477,도서,8100,110,장지혜,Male,41,2024-01-01,춘천시,S005003,우체국택배,Delivered,2023-12-01 10:43:14,2023-12-03 10:43:14,32400
565,O005201,C1676,P0012,2023-11-30 11:56:12,5,PAY005201,Credit Card,Completed,2023-11-30 12:14:12,식품 상품_12,스포츠용품,27400,128,진현정,Female,46,2023-06-05,용인시 수지구,S005201,우체국택배,Delivered,2023-12-01 03:14:12,2023-12-03 03:14:12,137000
566,O008088,C0409,P0151,2023-11-30 12:11:33,4,PAY008088,Mobile Payment,Completed,2023-11-30 12:47:33,식품 상품_151,가구,41100,66,문혜진,Female,31,2023-03-04,안산시,S008088,한진택배,Delivered,2023-12-01 03:47:33,2023-12-02 03:47:33,164400
567,O003063,C0062,P0383,2023-11-30 13:19:11,4,PAY003063,Bank Transfer,Completed,2023-11-30 14:04:11,화장품 상품_383,스포츠용품,44800,59,김영호,Female,40,2025-05-17,용인시 처인구,S003063,한진택배,Delivered,2023-12-01 04:04:11,2023-12-05 04:04:11,179200
568,O004356,C0216,P0314,2023-11-30 15:05:23,2,PAY004356,Credit Card,Completed,2023-11-30 15:49:23,화장품 상품_314,식품,61400,79,오예지,Female,29,2023-01-12,청주시 상당구,S004356,한진택배,Delivered,2023-12-01 14:49:23,2023-12-04 14:49:23,122800
569,O000787,C0684,P0253,2023-11-30 18:48:48,1,PAY000787,Credit Card,Completed,2023-11-30 19:09:48,화장품 상품_253,가구,85400,23,최은지,Male,57,2024-04-06,안양시 만안구,S000787,우체국택배,Delivered,2023-12-01 00:09:48,2023-12-02 00:09:48,85400
570,O000534,C1990,P0156,2023-11-30 20:35:22,5,PAY000534,Bank Transfer,Completed,2023-11-30 21:06:22,가구 상품_156,화장품,85500,23,박성수,Male,17,2023-06-04,연천군,S000534,대한통운,Delivered,2023-12-01 16:06:22,2023-12-04 16:06:22,427500
571,O005970,C0244,P0193,2023-11-30 20:38:49,2,PAY005970,Mobile Payment,Completed,2023-11-30 21:13:49,식품 상품_193,의류,78000,46,이민지,Female,22,2025-09-22,화성시,S005970,대한통운,Delivered,2023-12-01 14:13:49,2023-12-02 14:13:49,156000
572,O007856,C1077,P0183,2023-11-30 20:38:52,1,PAY007856,Bank Transfer,Completed,2023-11-30 21:20:52,스포츠용품 상품_183,도서,35900,118,박영진,Male,70,2025-08-07,용인시,S007856,롯데택배,Delivered,2023-12-01 07:20:52,2023-12-05 07:20:52,35900
573,O006857,C0897,P0040,2023-11-30 21:25:00,1,PAY006857,Bank Transfer,Completed,2023-11-30 22:17:00,식품 상품_40,가구,72200,16,주정수,Male,22,2023-10-05,횡성군,S006857,롯데택배,Delivered,2023-12-01 05:17:00,2023-12-02 05:17:00,72200
574,O009746,C0618,P0039,2023-11-30 23:42:48,5,PAY009746,Credit Card,Completed,2023-12-01 00:24:48,의류 상품_39,가구,75400,24,서옥자,Female,27,2023-01-17,양양군,S009746,우체국택배,Delivered,2023-12-01 05:24:48,2023-12-03 05:24:48,377000
575,O005325,C1006,P0211,2023-12-01 02:25:25,2,PAY005325,Mobile Payment,Completed,2023-12-01 03:03:25,화장품 상품_211,스포츠용품,34600,98,구명자,Male,64,2023-06-06,양구군,S005325,롯데택배,Delivered,2023-12-01 13:03:25,2023-12-05 13:03:25,69200
576,O004896,C0727,P0063,2023-12-01 03:32:00,3,PAY004896,Credit Card,Completed,2023-12-01 04:12:00,가구 상품_63,식품,82100,152,김준호,Female,68,2022-10-22,동해시,S004896,대한통운,Delivered,2023-12-01 17:12:00,2023-12-05 17:12:00,246300
577,O000987,C0959,P0173,2023-12-01 07:36:31,4,PAY000987,Bank Transfer,Completed,2023-12-01 07:51:31,식품 상품_173,스포츠용품,97700,146,황서윤,Female,59,2024-08-06,부천시 소사구,S000987,한진택배,Delivered,2023-12-01 16:51:31,2023-12-05 16:51:31,390800
578,O001521,C0610,P0466,2023-12-01 08:23:03,2,PAY001521,Mobile Payment,Completed,2023-12-01 08:50:03,전자제품 상품_466,스포츠용품,20300,128,조명숙,Male,54,2024-07-21,군포시,S001521,우체국택배,Delivered,2023-12-02 02:50:03,2023-12-03 02:50:03,40600
579,O001465,C0493,P0188,2023-12-01 08:41:13,4,PAY001465,Mobile Payment,Completed,2023-12-01 09:35:13,의류 상품_188,스포츠용품,59000,138,최정희,Female,48,2024-12-24,청주시 상당구,S001465,우체국택배,Shipped,2023-12-01 23:35:13,,236000
580,O003278,C1993,P0416,2023-12-01 09:39:12,4,PAY003278,Mobile Payment,Completed,2023-12-01 10:32:12,의류 상품_416,식품,84200,152,홍미영,Male,45,2023-01-04,태안군,S003278,대한통운,Delivered,2023-12-01 16:32:12,2023-12-06 16:32:12,336800
581,O006442,C0542,P0053,2023-12-01 14:20:13,1,PAY006442,Mobile Payment,Completed,2023-12-01 14:41:13,도서 상품_53,식품,37900,41,홍서윤,Male,25,2025-03-16,청주시 흥덕구,S006442,한진택배,Shipped,2023-12-01 20:41:13,,37900
582,O004679,C0382,P0388,2023-12-01 16:41:40,1,PAY004679,Credit Card,Completed,2023-12-01 17:37:40,도서 상품_388,화장품,21900,36,서영길,Female,36,2024-08-20,논산시,S004679,우체국택배,Delivered,2023-12-02 07:37:40,2023-12-03 07:37:40,21900
583,O007343,C1913,P0083,2023-12-01 20:54:39,5,PAY007343,Mobile Payment,Completed,2023-12-01 21:33:39,도서 상품_83,도서,77600,94,고상철,Male,40,2024-04-29,시흥시,S007343,대한통운,Preparing,2023-12-02 18:33:39,,388000
584,O006082,C0966,P0115,2023-12-02 03:01:21,2,PAY006082,Bank Transfer,Completed,2023-12-02 04:01:21,식품 상품_115,의류,58200,9,김미정,Female,66,2023-04-11,충주시,S006082,대한통운,Delivered,2023-12-02 19:01:21,2023-12-07 19:01:21,116400
585,O008858,C1366,P0393,2023-12-02 03:19:54,2,PAY008858,Mobile Payment,Completed,2023-12-02 03:22:54,식품 상품_393,식품,16200,76,김은정,Female,47,2025-01-13,철원군,S008858,롯데택배,Shipped,2023-12-03 02:22:54,,32400
586,O009392,C1039,P0189,2023-12-02 03:42:38,2,PAY009392,Bank Transfer,Completed,2023-12-02 04:01:38,가구 상품_189,전자제품,73200,189,박현지,Female,49,2024-04-11,천안시 서북구,S009392,롯데택배,Delivered,2023-12-02 12:01:38,2023-12-03 12:01:38,146400
587,O008001,C0367,P0456,2023-12-02 04:22:59,5,PAY008001,Mobile Payment,Completed,2023-12-02 04:46:59,의류 상품_456,스포츠용품,65300,5,박정남,Female,26,2024-04-15,괴산군,S008001,한진택배,Delivered,2023-12-02 13:46:59,2023-12-05 13:46:59,326500
588,O007565,C1589,P0327,2023-12-02 04:35:47,3,PAY007565,Mobile Payment,Completed,2023-12-02 05:27:47,스포츠용품 상품_327,식품,86200,179,김보람,Female,28,2025-04-17,아산시,S007565,우체국택배,Delivered,2023-12-03 01:27:47,2023-12-05 01:27:47,258600
589,O001862,C1736,P0214,2023-12-02 04:37:48,2,PAY001862,Bank Transfer,Completed,2023-12-02 05:02:48,의류 상품_214,전자제품,33200,36,김승현,Male,38,2024-08-04,이천시,S001862,우체국택배,Shipped,2023-12-03 02:02:48,,66400
590,O004484,C0716,P0492,2023-12-02 06:35:48,4,PAY004484,Mobile Payment,Completed,2023-12-02 07:08:48,의류 상품_492,의류,24600,44,이명숙,Male,16,2025-08-28,동해시,S004484,한진택배,Delivered,2023-12-03 01:08:48,2023-12-06 01:08:48,98400
591,O000646,C0677,P0100,2023-12-02 06:43:56,1,PAY000646,Bank Transfer,Completed,2023-12-02 07:10:56,의류 상품_100,화장품,55500,149,김상호,Male,46,2022-11-28,춘천시,S000646,우체국택배,Delivered,2023-12-02 16:10:56,2023-12-04 16:10:56,55500
592,O006752,C1711,P0339,2023-12-02 10:35:42,2,PAY006752,Credit Card,Completed,2023-12-02 11:33:42,화장품 상품_339,식품,60200,29,최성진,Male,28,2025-07-22,괴산군,S006752,대한통운,Delivered,2023-12-03 07:33:42,2023-12-07 07:33:42,120400
593,O009215,C1044,P0293,2023-12-02 12:48:35,2,PAY009215,Credit Card,Completed,2023-12-02 13:04:35,스포츠용품 상품_293,도서,70700,92,서정수,Male,29,2023-08-30,옥천군,S009215,한진택배,Shipped,2023-12-03 10:04:35,,141400
594,O005712,C0333,P0024,2023-12-02 13:32:23,5,PAY005712,Bank Transfer,Completed,2023-12-02 13:44:23,전자제품 상품_24,식품,9700,140,노재호,Female,24,2023-05-05,서산시,S005712,우체국택배,Shipped,2023-12-03 13:44:23,,48500
595,O001962,C1956,P0301,2023-12-02 14:39:55,3,PAY001962,Bank Transfer,Completed,2023-12-02 14:49:55,도서 상품_301,도서,31100,11,최성호,Male,36,2024-02-28,보령시,S001962,롯데택배,Shipped,2023-12-03 09:49:55,,93300
596,O004737,C0812,P0273,2023-12-02 14:40:07,3,PAY004737,Credit Card,Pending,,전자제품 상품_273,가구,89500,33,홍은정,Male,38,2025-04-24,원주시,,,,,,268500
597,O004991,C1700,P0057,2023-12-02 16:06:43,5,PAY004991,Mobile Payment,Completed,2023-12-02 16:57:43,가구 상품_57,의류,35300,195,윤채원,Male,22,2023-02-13,진천군,S004991,우체국택배,Preparing,2023-12-03 02:57:43,,176500
598,O004414,C1555,P0120,2023-12-02 18:20:44,5,PAY004414,Mobile Payment,Completed,2023-12-02 19:19:44,가구 상품_120,스포츠용품,79700,96,이예은,Female,60,2024-06-07,진천군,S004414,대한통운,Preparing,2023-12-03 02:19:44,,398500
599,O005150,C0767,P0368,2023-12-02 18:29:06,2,PAY005150,Mobile Payment,Failed,,의류 상품_368,도서,40400,14,장승민,Male,19,2023-02-04,수원시 영통구,,,,,,80800
600,O000241,C0071,P0296,2023-12-02 19:33:41,5,PAY000241,Bank Transfer,Completed,2023-12-02 19:55:41,가구 상품_296,가구,74700,112,김지우,Male,24,2025-03-24,서산시,S000241,대한통운,Delivered,2023-12-03 15:55:41,2023-12-07 15:55:41,373500
601,O004059,C1130,P0190,2023-12-03 01:25:39,4,PAY004059,Mobile Payment,Pending,,식품 상품_190,화장품,10100,168,이현숙,Female,26,2025-01-24,음성군,,,,,,40400
602,O002814,C0344,P0319,2023-12-03 04:16:48,1,PAY002814,Mobile Payment,Completed,2023-12-03 04:23:48,가구 상품_319,의류,55700,141,이정식,Male,31,2025-05-12,가평군,S002814,롯데택배,Shipped,2023-12-04 01:23:48,,55700
603,O008163,C0136,P0086,2023-12-03 05:10:10,2,PAY008163,Credit Card,Completed,2023-12-03 05:11:10,가구 상품_86,화장품,30000,54,이선영,Female,30,2023-09-08,과천시,S008163,한진택배,Delivered,2023-12-03 14:11:10,2023-12-07 14:11:10,60000
604,O002695,C0807,P0368,2023-12-03 05:28:22,4,PAY002695,Mobile Payment,Completed,2023-12-03 05:37:22,의류 상품_368,도서,40400,14,윤중수,Female,44,2023-06-10,천안시 서북구,S002695,우체국택배,Shipped,2023-12-03 11:37:22,,161600
605,O001325,C0393,P0414,2023-12-03 07:40:10,2,PAY001325,Mobile Payment,Completed,2023-12-03 08:16:10,스포츠용품 상품_414,가구,31200,133,이민지,Female,59,2025-04-14,안산시 상록구,S001325,대한통운,Cancelled,2023-12-03 19:16:10,,62400
606,O005232,C0165,P0010,2023-12-03 09:24:42,1,PAY005232,Bank Transfer,Completed,2023-12-03 09:58:42,전자제품 상품_10,가구,93000,167,최지훈,Male,69,2024-12-21,청주시 청원구,S005232,우체국택배,Delivered,2023-12-04 04:58:42,2023-12-07 04:58:42,93000
607,O003485,C1151,P0472,2023-12-03 09:38:46,3,PAY003485,Credit Card,Completed,2023-12-03 10:27:46,도서 상품_472,식품,86100,57,최예원,Female,30,2023-11-29,부천시 소사구,S003485,대한통운,Delivered,2023-12-03 22:27:46,2023-12-06 22:27:46,258300
608,O007715,C0980,P0278,2023-12-03 11:36:40,4,PAY007715,Bank Transfer,Completed,2023-12-03 12:35:40,식품 상품_278,도서,41900,168,권영식,Male,47,2024-04-22,삼척시,S007715,우체국택배,Delivered,2023-12-04 03:35:40,2023-12-09 03:35:40,167600
609,O009564,C0324,P0391,2023-12-03 12:19:05,2,PAY009564,Bank Transfer,Completed,2023-12-03 12:55:05,도서 상품_391,전자제품,98900,165,김예은,Female,26,2024-09-24,증평군,S009564,한진택배,Delivered,2023-12-04 05:55:05,2023-12-06 05:55:05,197800
610,O005089,C1208,P0411,2023-12-03 13:31:17,2,PAY005089,Bank Transfer,Completed,2023-12-03 13:55:17,화장품 상품_411,의류,71500,183,김서현,Female,23,2025-03-24,군포시,S005089,우체국택배,Delivered,2023-12-03 15:55:17,2023-12-07 15:55:17,143000
611,O007004,C1288,P0476,2023-12-03 14:03:44,3,PAY007004,Bank Transfer,Completed,2023-12-03 14:53:44,의류 상품_476,전자제품,60800,33,홍순옥,Female,26,2023-11-15,화천군,S007004,우체국택배,Cancelled,2023-12-04 12:53:44,,182400
612,O007177,C1448,P0373,2023-12-03 14:54:45,4,PAY007177,Mobile Payment,Completed,2023-12-03 15:47:45,화장품 상품_373,스포츠용품,8600,36,김서윤,Female,24,2024-12-02,공주시,S007177,우체국택배,Delivered,2023-12-04 14:47:45,2023-12-08 14:47:45,34400
613,O000873,C0518,P0374,2023-12-03 15:44:39,5,PAY000873,Bank Transfer,Completed,2023-12-03 16:20:39,전자제품 상품_374,가구,36400,57,김정식,Male,47,2023-10-01,성남시 분당구,S000873,대한통운,Delivered,2023-12-04 16:20:39,2023-12-06 16:20:39,182000
614,O009359,C1256,P0438,2023-12-03 17:45:19,5,PAY009359,Bank Transfer,Completed,2023-12-03 18:05:19,의류 상품_438,의류,51500,86,문하은,Male,68,2025-09-17,공주시,S009359,우체국택배,Delivered,2023-12-04 04:05:19,2023-12-08 04:05:19,257500
615,O006882,C1964,P0498,2023-12-03 19:30:11,2,PAY006882,Credit Card,Completed,2023-12-03 20:18:11,스포츠용품 상품_498,전자제품,77800,57,오성민,Male,44,2022-11-24,의왕시,S006882,대한통운,Delivered,2023-12-03 22:18:11,2023-12-04 22:18:11,155600
616,O000690,C0292,P0406,2023-12-04 01:07:51,4,PAY000690,Mobile Payment,Completed,2023-12-04 01:54:51,가구 상품_406,식품,28000,182,이보람,Female,56,2023-04-30,동두천시,S000690,롯데택배,Delivered,2023-12-04 22:54:51,2023-12-08 22:54:51,112000
617,O001626,C1126,P0276,2023-12-04 01:27:13,5,PAY001626,Bank Transfer,Completed,2023-12-04 01:35:13,가구 상품_276,식품,13800,11,최성민,Female,61,2023-04-19,철원군,S001626,롯데택배,Delivered,2023-12-04 04:35:13,2023-12-06 04:35:13,69000
618,O006334,C0031,P0489,2023-12-04 03:40:13,4,PAY006334,Mobile Payment,Pending,,전자제품 상품_489,식품,61200,69,김명숙,Female,46,2023-05-31,동두천시,,,,,,244800
619,O002131,C1516,P0209,2023-12-04 04:47:36,5,PAY002131,Credit Card,Completed,2023-12-04 05:37:36,의류 상품_209,전자제품,73400,14,류민준,Female,23,2024-04-25,연천군,S002131,한진택배,Delivered,2023-12-05 05:37:36,2023-12-10 05:37:36,367000
620,O006579,C1701,P0270,2023-12-04 05:31:11,5,PAY006579,Credit Card,Completed,2023-12-04 05:54:11,식품 상품_270,도서,48400,129,노예은,Female,61,2022-11-22,음성군,S006579,한진택배,Shipped,2023-12-04 12:54:11,,242000
621,O004438,C1409,P0210,2023-12-04 06:05:29,2,PAY004438,Credit Card,Completed,2023-12-04 06:33:29,식품 상품_210,화장품,56400,148,이지우,Male,47,2024-08-17,성남시 중원구,S004438,롯데택배,Delivered,2023-12-04 18:33:29,2023-12-05 18:33:29,112800
622,O009376,C0414,P0212,2023-12-04 06:05:54,4,PAY009376,Mobile Payment,Failed,,전자제품 상품_212,전자제품,41500,29,박성수,Male,35,2023-09-15,수원시 팔달구,,,,,,166000
623,O008909,C0729,P0261,2023-12-04 09:17:41,2,PAY008909,Bank Transfer,Completed,2023-12-04 09:56:41,식품 상품_261,스포츠용품,53400,145,장상훈,Female,27,2022-10-29,부여군,S008909,롯데택배,Preparing,2023-12-05 07:56:41,,106800
